"id","svgdir_id","uuid","term_id","color","x_min","x_max","x_med","taid"
"1184","173","be71e8da-7759-11e4-adb6-57ce06b062da","3291","#9F5382","4570","4645","4608","A09.5.02.003"
"1185","173","be71e8da-7759-11e4-adb6-57ce06b062da","3291","#C73DF1","4570","4645","4608","A09.5.02.003"
"1186","175","be71e95c-7759-11e4-adb6-57ce06b062da","3292","#063B2F","4580","4625","4603","A09.5.02.004"
"1187","175","be71e95c-7759-11e4-adb6-57ce06b062da","3292","#C96E19","4580","4615","4598","A09.5.02.004"
"1188","177","be71e9de-7759-11e4-adb6-57ce06b062da","3293","#DC74F1","4605","4665","4635","A09.5.02.005"
"1189","178","be71ebe6-7759-11e4-adb6-57ce06b062da","3297","#F1FE6D","4520","4615","4568","A09.5.03.004"
"1190","180","be718020-7759-11e4-adb6-57ce06b062da","3131","#249951","4650","4810","4730","A09.3.01.001"
"1191","181","be7e5fac-7759-11e4-adb6-57ce06b062da","6821","#E1034B","4405","4525","4465","A14.3.03.052"
"1192","180","be718020-7759-11e4-adb6-57ce06b062da","3131","#F74489","4685","4815","4750","A09.3.01.001"
"1193","183","be718d0e-7759-11e4-adb6-57ce06b062da","3156","#314CCE","4560","4800","4680","A09.3.02.001"
"1194","183","be718d0e-7759-11e4-adb6-57ce06b062da","3156","#10B26B","4565","4790","4678","A09.3.02.001"
"1195","185","be719ace-7759-11e4-adb6-57ce06b062da","3174","#BF95AA","4160","4730","4445","A09.3.05.001"
"1196","185","be719ace-7759-11e4-adb6-57ce06b062da","3174","#8BD515","4105","4700","4403","A09.3.05.001"
"1197","187","be71a2e4-7759-11e4-adb6-57ce06b062da","3184","#7C686D","4310","4420","4365","A09.3.06.001"
"1198","187","be71a2e4-7759-11e4-adb6-57ce06b062da","3184","#CA8AE1","4310","4420","4365","A09.3.06.001"
"1199","189","be71a730-7759-11e4-adb6-57ce06b062da","3189","#7F7D23","4430","4450","4440","A09.3.07.001"
"1200","190","be71f00a-7759-11e4-adb6-57ce06b062da","3305","#fff",,,"0","A08.1.01.001"
"1201","191","be721594-7759-11e4-adb6-57ce06b062da","3366","#fff",,,"0","A08.2.01.001"
"1202","192","be722124-7759-11e4-adb6-57ce06b062da","3373","#fff",,,"0","A08.3.01.001"
"1203","193","be7254b4-7759-11e4-adb6-57ce06b062da","3400","#fff",,,"0","A08.4.01.001"
"1204","194","be71d03e-7759-11e4-adb6-57ce06b062da","3244","#B4A915","4410","4450","4430","A09.4.02.003"
"1205","195","be71d0c0-7759-11e4-adb6-57ce06b062da","3245","#F05E50","4455","4535","4495","A09.4.02.004"
"1206","196","be71d728-7759-11e4-adb6-57ce06b062da","3257","#93DC54","4540","4580","4560","A09.4.02.017"
"1207","197","be71d93a-7759-11e4-adb6-57ce06b062da","3261","#1232B4","4585","4765","4675","A09.4.02.021"
"1208","192","be722124-7759-11e4-adb6-57ce06b062da","3373","#9F6885","4200","4495","4348","A08.3.01.001"
"1209","192","be722124-7759-11e4-adb6-57ce06b062da","3373","#E67282","4290","4405","4348","A08.3.01.001"
"1210","191","be721594-7759-11e4-adb6-57ce06b062da","3366","#A202FE","3600","4295","3948","A08.2.01.001"
"1211","191","be721594-7759-11e4-adb6-57ce06b062da","3366","#76B770","3600","4315","3958","A08.2.01.001"
"1212","190","be71f00a-7759-11e4-adb6-57ce06b062da","3305","#6B8C35","3065","3545","3305","A08.1.01.001"
"1213","190","be71f00a-7759-11e4-adb6-57ce06b062da","3305","#B596BA","2985","3565","3275","A08.1.01.001"
"1214","204","be677774-7759-11e4-adb6-57ce06b062da","389","#fff",,,"0","A02.1.00.086"
"1215","205","be702cf2-7759-11e4-adb6-57ce06b062da","2783","#fff",,,"0","A06.2.01.001"
"1216","206","be7090f2-7759-11e4-adb6-57ce06b062da","2879","#fff",,,"0","A06.3.01.001"
"1217","207","be7096d8-7759-11e4-adb6-57ce06b062da","2890","#fff",,,"0","A06.4.01.001"
"1218","208","be70aa38-7759-11e4-adb6-57ce06b062da","2924","#fff",,,"0","A06.5.01.001"
"1219","209","be70aaba-7759-11e4-adb6-57ce06b062da","2925","#981C1A","1540","3160","2350","A06.5.01.002"
"1220","210","be70ab46-7759-11e4-adb6-57ce06b062da","2926","#1EC7BB","1540","3160","2350","A06.5.01.003"
"1221","211","be7097dc-7759-11e4-adb6-57ce06b062da","2892","#D19259","1950","2165","2058","A06.4.01.003"
"1222","212","be709f48-7759-11e4-adb6-57ce06b062da","2903","#BB848E","2150","2270","2210","A06.4.02.010"
"1223","213","be709fca-7759-11e4-adb6-57ce06b062da","2904","#34DFBC","2305","2470","2388","A06.4.02.011"
"1224","214","be70a04c-7759-11e4-adb6-57ce06b062da","2905","#D5D101","2305","2485","2395","A06.4.02.012"
"1225","215","be70a0ce-7759-11e4-adb6-57ce06b062da","2906","#8E75D6","2360","2550","2455","A06.4.02.013"
"1226","216","be70a150-7759-11e4-adb6-57ce06b062da","2907","#46DA2C","2260","2355","2308","A06.4.02.014"
"1227","217","be70985e-7759-11e4-adb6-57ce06b062da","2893","#B6E157","1950","2130","2040","A06.4.01.004"
"1228","218","be70a1d2-7759-11e4-adb6-57ce06b062da","2908","#BDD834","2050","2150","2100","A06.4.02.015"
"1229","219","be70a254-7759-11e4-adb6-57ce06b062da","2909","#9094FE","1810","2030","1920","A06.4.02.016"
"1230","220","be709cb4-7759-11e4-adb6-57ce06b062da","2898","#99605A","2015","2055","2035","A06.4.02.005"
"1231","221","be70a358-7759-11e4-adb6-57ce06b062da","2911","#4D22CC","2130","2175","2153","A06.4.02.018"
"1232","222","be709b2e-7759-11e4-adb6-57ce06b062da","2895","#B58CEC","1995","2045","2020","A06.4.02.002"
"1233","223","be70a3da-7759-11e4-adb6-57ce06b062da","2912","#A4583B","2140","2375","2258","A06.4.02.019"
"1234","224","be70a45c-7759-11e4-adb6-57ce06b062da","2913","#151263","2120","2280","2200","A06.4.02.020"
"1235","212","be709f48-7759-11e4-adb6-57ce06b062da","2903","#7C533F","2140","2270","2205","A06.4.02.010"
"1236","213","be709fca-7759-11e4-adb6-57ce06b062da","2904","#2E6912","2275","2550","2413","A06.4.02.011"
"1237","214","be70a04c-7759-11e4-adb6-57ce06b062da","2905","#73139F","2275","2420","2348","A06.4.02.012"
"1238","215","be70a0ce-7759-11e4-adb6-57ce06b062da","2906","#B426E5","2265","2355","2310","A06.4.02.013"
"1239","216","be70a150-7759-11e4-adb6-57ce06b062da","2907","#2B879F","2265","2550","2408","A06.4.02.014"
"1240","230","be709bb0-7759-11e4-adb6-57ce06b062da","2896","#BD3169","1780","2005","1893","A06.4.02.003"
"1241","231","be709c32-7759-11e4-adb6-57ce06b062da","2897","#2F6034","1960","2060","2010","A06.4.02.004"
"1242","220","be709cb4-7759-11e4-adb6-57ce06b062da","2898","#B54CC8","1785","2115","1950","A06.4.02.005"
"1243","233","be709d36-7759-11e4-adb6-57ce06b062da","2899","#FC5F4F","2155","2230","2193","A06.4.02.006"
"1244","234","be709dc2-7759-11e4-adb6-57ce06b062da","2900","#CDF636","2205","2275","2240","A06.4.02.007"
"1245","235","be709e44-7759-11e4-adb6-57ce06b062da","2901","#10B120","2225","2255","2240","A06.4.02.008"
"1246","236","be709ec6-7759-11e4-adb6-57ce06b062da","2902","#E992FE","2155","2300","2228","A06.4.02.009"
"1247","206","be7090f2-7759-11e4-adb6-57ce06b062da","2879","#5DCB9C","1465","2005","1735","A06.3.01.001"
"1248","205","be702cf2-7759-11e4-adb6-57ce06b062da","2783","#18410E","1365","1460","1413","A06.2.01.001"
"1249","239","be7050ce-7759-11e4-adb6-57ce06b062da","2842","#5FE274","1375","1485","1430","A06.2.08.001"
"1250","239","be7050ce-7759-11e4-adb6-57ce06b062da","2842","#96A91B","1395","1485","1440","A06.2.08.001"
"1251","241","be705254-7759-11e4-adb6-57ce06b062da","2845","#D1A62E","1340","1435","1388","A06.2.08.004"
"1252","241","be705254-7759-11e4-adb6-57ce06b062da","2845","#544394","1345","1440","1393","A06.2.08.004"
"1253","243","be70534e-7759-11e4-adb6-57ce06b062da","2847","#305F5C","1305","1410","1358","A06.2.08.006"
"1254","243","be70534e-7759-11e4-adb6-57ce06b062da","2847","#F51211","1310","1415","1363","A06.2.08.006"
"1255","245","be701780-7759-11e4-adb6-57ce06b062da","2742","#383C42","0715","0885","800","A06.1.02.001"
"1256","246","be70295a-7759-11e4-adb6-57ce06b062da","2776","#39F717","0695","0815","755","A06.1.03.002"
"1257","246","be70295a-7759-11e4-adb6-57ce06b062da","2776","#791EAF","0695","0815","755","A06.1.03.002"
"1258","248","be7029dc-7759-11e4-adb6-57ce06b062da","2777","#AFB427","0615","0715","665","A06.1.03.003"
"1259","248","be7029dc-7759-11e4-adb6-57ce06b062da","2777","#0328B7","0615","0715","665","A06.1.03.003"
"1260","250","be702a5e-7759-11e4-adb6-57ce06b062da","2778","#00AF1F","0485","0550","518","A06.1.03.004"
"1261","251","be702ae0-7759-11e4-adb6-57ce06b062da","2779","#F9F173","0610","0690","650","A06.1.03.005"
"1262","252","be6e844c-7759-11e4-adb6-57ce06b062da","2280","#fff",,,"0","A05.1.02.002"
"1263","253","be6ff3a4-7759-11e4-adb6-57ce06b062da","2688","#fff",,,"0","A05.8.02.001"
"1264","254","be7002ae-7759-11e4-adb6-57ce06b062da","2707","#fff",,,"0","A05.9.01.001"
"1265","255","be6e9478-7759-11e4-adb6-57ce06b062da","2297","#fff",,,"0","A05.1.03.001"
"1266","256","be6eef40-7759-11e4-adb6-57ce06b062da","2375","#fff",,,"0","A05.1.04.001"
"1267","257","be6f00a2-7759-11e4-adb6-57ce06b062da","2407","#fff",,,"0","A05.2.01.001"
"1268","258","be6f0aa2-7759-11e4-adb6-57ce06b062da","2426","#fff",,,"0","A05.3.01.001"
"1269","259","be6f28ca-7759-11e4-adb6-57ce06b062da","2472","#fff",,,"0","A05.4.01.001"
"1270","260","be6f4774-7759-11e4-adb6-57ce06b062da","2522","#fff",,,"0","A05.6.01.001"
"1271","261","be6f6308-7759-11e4-adb6-57ce06b062da","2555","#fff",,,"0","A05.7.01.001"
"1272","262","be6fc3de-7759-11e4-adb6-57ce06b062da","2621","#fff",,,"0","A05.8.01.001"
"1273","262","be6fc3de-7759-11e4-adb6-57ce06b062da","2621","#4C6A36","2520","3460","2990","A05.8.01.001"
"1274","264","be6fec2e-7759-11e4-adb6-57ce06b062da","2679","#D358F5","2915","3025","2970","A05.8.01.061"
"1275","265","be6fed00-7759-11e4-adb6-57ce06b062da","2680","#3B7E2E","2715","3025","2870","A05.8.01.062"
"1276","266","be6fefa8-7759-11e4-adb6-57ce06b062da","2683","#AF6C04","2630","2945","2788","A05.8.01.065"
"1277","267","be6f794c-7759-11e4-adb6-57ce06b062da","2563","#BAA18C","3625","3780","3703","A05.7.02.001"
"1278","268","be6f86c6-7759-11e4-adb6-57ce06b062da","2569","#96E3B1","3785","4030","3908","A05.7.02.007"
"1279","269","be6f88f6-7759-11e4-adb6-57ce06b062da","2573","#C28DD4","3225","3620","3423","A05.7.03.002"
"1280","270","be6f8a54-7759-11e4-adb6-57ce06b062da","2575","#081A11","3290","3755","3523","A05.7.03.004"
"1281","271","be6f9148-7759-11e4-adb6-57ce06b062da","2577","#E0D8D9","3455","3895","3675","A05.7.03.006"
"1282","272","be6f91fc-7759-11e4-adb6-57ce06b062da","2578","#4BEE0C","3750","4190","3970","A05.7.03.007"
"1283","273","be6fb36c-7759-11e4-adb6-57ce06b062da","2589","#D91BB0","4165","4495","4330","A05.7.04.001"
"1284","274","be6fbbd2-7759-11e4-adb6-57ce06b062da","2605","#59C04E","4500","4680","4590","A05.7.05.001"
"1285","275","be71e43e-7759-11e4-adb6-57ce06b062da","3282","#356E76","4605","4745","4675","A04.5.04.012"
"1286","277","be6f4dbe-7759-11e4-adb6-57ce06b062da","2534","#FDE763","3115","3355","3235","A05.6.02.001"
"1287","278","be6f5bc4-7759-11e4-adb6-57ce06b062da","2551","#553992","3155","4255","3705","A05.6.03.001"
"1288","259","be6f28ca-7759-11e4-adb6-57ce06b062da","2472","#B069B0","1365","2740","2053","A05.4.01.001"
"1289","259","be6f28ca-7759-11e4-adb6-57ce06b062da","2472","#7263BA","1400","2740","2070","A05.4.01.001"
"1290","281","be6f3162-7759-11e4-adb6-57ce06b062da","2489","#2AB596","2745","3400","3073","A05.5.01.001"
"1291","281","be6f3162-7759-11e4-adb6-57ce06b062da","2489","#7E60BF","2745","3395","3070","A05.5.01.001"
"1292","258","be6f0aa2-7759-11e4-adb6-57ce06b062da","2426","#F7C2F9","0835","1090","963","A05.3.01.001"
"1293","284","be6f190c-7759-11e4-adb6-57ce06b062da","2454","#5BACA4","0800","1465","1133","A05.3.01.103"
"1294","285","be6f1e98-7759-11e4-adb6-57ce06b062da","2465","#E31649","0805","1010","908","A05.3.01.114"
"1295","285","be6f1e98-7759-11e4-adb6-57ce06b062da","2465","#5C6983","0795","1010","903","A05.3.01.114"
"1296","287","be6e7e0c-7759-11e4-adb6-57ce06b062da","2269","#24CCB2","0835","0920","878","A05.1.01.104"
"1297","288","be6f0818-7759-11e4-adb6-57ce06b062da","2421","#A2C2F1","0735","0895","815","A05.2.01.103"
"1298","289","be6f0796-7759-11e4-adb6-57ce06b062da","2420","#BF68A2","0730","0950","840","A05.2.01.102"
"1299","256","be6eef40-7759-11e4-adb6-57ce06b062da","2375","#D4C257","0920","1180","1050","A05.1.04.001"
"1300","291","be6efb8e-7759-11e4-adb6-57ce06b062da","2398","#E991D1","1005","1155","1080","A05.1.04.101"
"1301","291","be6efb8e-7759-11e4-adb6-57ce06b062da","2398","#119211","1005","1155","1080","A05.1.04.101"
"1302","293","be6efc10-7759-11e4-adb6-57ce06b062da","2399","#9B24E1","1025","1230","1128","A05.1.04.102"
"1303","293","be6efc10-7759-11e4-adb6-57ce06b062da","2399","#D30235","1025","1235","1130","A05.1.04.102"
"1304","295","be6efe22-7759-11e4-adb6-57ce06b062da","2402","#4D9C68","0880","1055","968","A05.1.04.105"
"1305","295","be6efe22-7759-11e4-adb6-57ce06b062da","2402","#0B0767","0880","1055","968","A05.1.04.105"
"1306","297","be6f091c-7759-11e4-adb6-57ce06b062da","2423","#4E4FCC","1020","1050","1035","A05.1.04.110"
"1307","297","be6f091c-7759-11e4-adb6-57ce06b062da","2423","#6678C6","1020","1050","1035","A05.1.04.110"
"1308","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#156C7F","0930","1030","980","A05.1.03.004"
"1309","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#37B427","1035","1120","1078","A05.1.03.006"
"1310","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#D63F47","0890","1000","945","A05.1.03.007"
"1311","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#881FF0","0890","1000","945","A05.1.03.007"
"1312","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#25E1DC","0880","0980","930","A05.1.03.007"
"1313","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#25097A","0880","0980","930","A05.1.03.007"
"1314","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#4789D1","1035","1125","1080","A05.1.03.004"
"1315","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#F694A8","1035","1125","1080","A05.1.03.004"
"1316","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#FA49D6","1040","1125","1083","A05.1.03.004"
"1317","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#FFB338","1040","1125","1083","A05.1.03.004"
"1318","309","be6e96da-7759-11e4-adb6-57ce06b062da","2301","#0FA29A","1040","1145","1093","A05.1.03.005"
"1319","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#4F1357","0930","1030","980","A05.1.03.004"
"1320","309","be6e96da-7759-11e4-adb6-57ce06b062da","2301","#5C78E5","1040","1145","1093","A05.1.03.005"
"1321","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#E12274","1040","1130","1085","A05.1.03.006"
"1322","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#504198","1040","1130","1085","A05.1.03.006"
"1323","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#EDE09C","0995","1075","1035","A05.1.03.006"
"1324","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#B49E47","0995","1075","1035","A05.1.03.006"
"1325","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#BD7591","1015","1105","1060","A05.1.03.007"
"1326","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#957100","1015","1105","1060","A05.1.03.007"
"1327","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#B2D44D","0905","1010","958","A05.1.03.007"
"1328","301","be6e97e8-7759-11e4-adb6-57ce06b062da","2303","#BDD281","0905","1010","958","A05.1.03.007"
"1329","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#9C9FA2","0930","1030","980","A05.1.03.004"
"1330","299","be6e9608-7759-11e4-adb6-57ce06b062da","2300","#D5A6A5","0930","1030","980","A05.1.03.004"
"1331","309","be6e96da-7759-11e4-adb6-57ce06b062da","2301","#566258","0895","1020","958","A05.1.03.005"
"1332","309","be6e96da-7759-11e4-adb6-57ce06b062da","2301","#2EF7C8","0895","1020","958","A05.1.03.005"
"1333","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#E7AFE1","0920","1015","968","A05.1.03.006"
"1334","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#F9880F","0920","1015","968","A05.1.03.006"
"1335","300","be6e9766-7759-11e4-adb6-57ce06b062da","2302","#2898AC","1035","1120","1078","A05.1.03.006"
"1336","254","be7002ae-7759-11e4-adb6-57ce06b062da","2707","#DE632C","3010","3365","3188","A05.9.01.001"
"1337","328","be700ccc-7759-11e4-adb6-57ce06b062da","2721","#DE25DC","3260","3280","3270","A05.9.01.015"
"1338","253","be6ff3a4-7759-11e4-adb6-57ce06b062da","2688","#BB93C9","2925","3425","3175","A05.8.02.001"
"1339","330","be6ffb88-7759-11e4-adb6-57ce06b062da","2698","#0F715B","3020","3080","3050","A05.8.02.011"
"1340","331","be6ffd22-7759-11e4-adb6-57ce06b062da","2700","#1A7B6A","3020","3275","3148","A05.8.02.013"
"1341","332","be700056-7759-11e4-adb6-57ce06b062da","2704","#561501","3255","3310","3283","A05.8.02.017"
"1342","333","be6e84d8-7759-11e4-adb6-57ce06b062da","2281","#5EF6C8","0755","1025","890","A05.1.02.003"
"1343","333","be6e84d8-7759-11e4-adb6-57ce06b062da","2281","#D892E5","0780","1045","913","A05.1.02.003"
"1344","335","be6e8776-7759-11e4-adb6-57ce06b062da","2286","#1DFA27","1055","1205","1130","A05.1.02.008"
"1345","335","be6e8776-7759-11e4-adb6-57ce06b062da","2286","#0C2A11","1055","1170","1113","A05.1.02.008"
"1346","337","be6e891a-7759-11e4-adb6-57ce06b062da","2289","#E2E3DF","1020","1245","1133","A05.1.02.011"
"1347","337","be6e891a-7759-11e4-adb6-57ce06b062da","2289","#49F52D","1030","1235","1133","A05.1.02.011"
"1348","339","be6bb9e2-7759-11e4-adb6-57ce06b062da","1665","#fff",,,"0","A04.1.00.001"
"1349","340","be6bf9ca-7759-11e4-adb6-57ce06b062da","1719","#fff",,,"0","A04.2.00.001"
"1350","341","be6c0df2-7759-11e4-adb6-57ce06b062da","1757","#fff",,,"0","A04.3.00.001"
"1351","342","be6c366a-7759-11e4-adb6-57ce06b062da","1822","#fff",,,"0","A04.4.00.001"
"1352","343","be6c7c42-7759-11e4-adb6-57ce06b062da","1859","#fff",,,"0","A04.5.00.001"
"1353","344","be6d38e4-7759-11e4-adb6-57ce06b062da","1943","#fff",,,"0","A04.6.00.001"
"1354","345","be6d8aa6-7759-11e4-adb6-57ce06b062da","2033","#fff",,,"0","A04.7.00.001"
"1355","346","be6da928-7759-11e4-adb6-57ce06b062da","2044","#E6E2AE","3965","4675","4320","A04.7.02.002"
"1356","347","be6dbdfa-7759-11e4-adb6-57ce06b062da","2049","#307AFC","3670","4445","4058","A04.7.02.007"
"1357","347","be6dbdfa-7759-11e4-adb6-57ce06b062da","2049","#3DBEE1","3830","4370","4100","A04.7.02.007"
"1358","349","be6dbe86-7759-11e4-adb6-57ce06b062da","2050","#A34971","3785","4310","4048","A04.7.02.008"
"1359","350","be6dbf80-7759-11e4-adb6-57ce06b062da","2052","#773292","4040","4795","4418","A04.7.02.010"
"1360","350","be6dbf80-7759-11e4-adb6-57ce06b062da","2052","#6A208B","4015","4795","4405","A04.7.02.010"
"1361","352","be6dc002-7759-11e4-adb6-57ce06b062da","2053","#AD0B02","4060","4300","4180","A04.7.02.011"
"1362","352","be6dc002-7759-11e4-adb6-57ce06b062da","2053","#22D56B","4060","4275","4168","A04.7.02.011"
"1363","354","be6dc156-7759-11e4-adb6-57ce06b062da","2054","#A70A0D","4110","4560","4335","A04.7.02.012"
"1364","354","be6dc156-7759-11e4-adb6-57ce06b062da","2054","#DAB205","4130","4555","4343","A04.7.02.012"
"1365","356","be6dc1d8-7759-11e4-adb6-57ce06b062da","2055","#505BF3","4285","4375","4330","A04.7.02.013"
"1366","346","be6da928-7759-11e4-adb6-57ce06b062da","2044","#01B5B0","3965","4675","4320","A04.7.02.002"
"1367","356","be6dc1d8-7759-11e4-adb6-57ce06b062da","2055","#177897","4275","4355","4315","A04.7.02.013"
"1368","359","be6dc25a-7759-11e4-adb6-57ce06b062da","2056","#7039E1","4345","4445","4395","A04.7.02.014"
"1369","359","be6dc25a-7759-11e4-adb6-57ce06b062da","2056","#EAB7A5","4325","4440","4383","A04.7.02.014"
"1370","361","be6dc318-7759-11e4-adb6-57ce06b062da","2057","#44E899","4390","4670","4530","A04.7.02.015"
"1371","361","be6dc318-7759-11e4-adb6-57ce06b062da","2057","#98640A","4375","4670","4523","A04.7.02.015"
"1372","363","be6dc3cc-7759-11e4-adb6-57ce06b062da","2058","#2B3A6B","4025","6395","5210","A04.7.02.016"
"1373","363","be6dc3cc-7759-11e4-adb6-57ce06b062da","2058","#0EF7FA","4015","6300","5158","A04.7.02.016"
"1374","365","be6dc9f8-7759-11e4-adb6-57ce06b062da","2060","#C9289F","4215","6390","5303","A04.7.02.018"
"1375","365","be6dc9f8-7759-11e4-adb6-57ce06b062da","2060","#C0E332","4195","6390","5293","A04.7.02.018"
"1376","367","be6dcc14-7759-11e4-adb6-57ce06b062da","2063","#68F61F","4415","5865","5140","A04.7.02.021"
"1377","368","be6da9f0-7759-11e4-adb6-57ce06b062da","2045","#CA2505","3680","3960","3820","A04.7.02.003"
"1378","367","be6dcc14-7759-11e4-adb6-57ce06b062da","2063","#B7D6BE","4400","5840","5120","A04.7.02.021"
"1379","370","be6dccc8-7759-11e4-adb6-57ce06b062da","2064","#38C2A7","4475","5940","5208","A04.7.02.022"
"1380","370","be6dccc8-7759-11e4-adb6-57ce06b062da","2064","#F44906","4470","5940","5205","A04.7.02.022"
"1381","372","be6dd60a-7759-11e4-adb6-57ce06b062da","2065","#1B2531","4635","6010","5323","A04.7.02.023"
"1382","372","be6dd60a-7759-11e4-adb6-57ce06b062da","2065","#AADEE0","4575","5995","5285","A04.7.02.023"
"1383","374","be6dd6c8-7759-11e4-adb6-57ce06b062da","2066","#04EAD0","5870","5940","5905","A04.7.02.024"
"1384","374","be6dd6c8-7759-11e4-adb6-57ce06b062da","2066","#17F96D","5870","5940","5905","A04.7.02.024"
"1385","376","be6ddbdc-7759-11e4-adb6-57ce06b062da","2067","#691EB2","4255","4730","4493","A04.7.02.025"
"1386","376","be6ddbdc-7759-11e4-adb6-57ce06b062da","2067","#C5AD36","4245","4730","4488","A04.7.02.025"
"1387","378","be6de0e6-7759-11e4-adb6-57ce06b062da","2068","#A105FB","4490","5400","4945","A04.7.02.026"
"1388","368","be6da9f0-7759-11e4-adb6-57ce06b062da","2045","#D41643","3665","3960","3813","A04.7.02.003"
"1389","378","be6de0e6-7759-11e4-adb6-57ce06b062da","2068","#415D61","4480","5360","4920","A04.7.02.026"
"1390","381","be6deba4-7759-11e4-adb6-57ce06b062da","2069","#CA901B","4465","5045","4755","A04.7.02.027"
"1391","381","be6deba4-7759-11e4-adb6-57ce06b062da","2069","#30B868","4465","5045","4755","A04.7.02.027"
"1392","383","be6dec30-7759-11e4-adb6-57ce06b062da","2070","#93E9B6","4525","5705","5115","A04.7.02.028"
"1393","383","be6dec30-7759-11e4-adb6-57ce06b062da","2070","#516759","4510","5705","5108","A04.7.02.028"
"1394","385","be6ded2a-7759-11e4-adb6-57ce06b062da","2072","#DB479A","4595","6335","5465","A04.7.02.030"
"1395","385","be6ded2a-7759-11e4-adb6-57ce06b062da","2072","#542FF9","4585","6335","5460","A04.7.02.030"
"1396","387","be6dee60-7759-11e4-adb6-57ce06b062da","2073","#131910","4390","4600","4495","A04.7.02.031"
"1397","387","be6dee60-7759-11e4-adb6-57ce06b062da","2073","#62ED63","4400","4590","4495","A04.7.02.031"
"1398","389","be6deeec-7759-11e4-adb6-57ce06b062da","2074","#B557C3","4805","6155","5480","A04.7.02.032"
"1399","390","be6dadec-7759-11e4-adb6-57ce06b062da","2046","#61EEA7","2945","3960","3453","A04.7.02.004"
"1400","389","be6deeec-7759-11e4-adb6-57ce06b062da","2074","#C9A1F8","4805","6165","5485","A04.7.02.032"
"1401","392","be6df07c-7759-11e4-adb6-57ce06b062da","2077","#CA5DE7","4595","6425","5510","A04.7.02.035"
"1402","392","be6df07c-7759-11e4-adb6-57ce06b062da","2077","#96EF9E","4585","6425","5505","A04.7.02.035"
"1403","394","be6df108-7759-11e4-adb6-57ce06b062da","2078","#93945F","4690","6315","5503","A04.7.02.036"
"1404","394","be6df108-7759-11e4-adb6-57ce06b062da","2078","#1D1702","4690","6315","5503","A04.7.02.036"
"1405","396","be6df18a-7759-11e4-adb6-57ce06b062da","2079","#D6B5EE","6265","7980","7123","A04.7.02.037"
"1406","396","be6df18a-7759-11e4-adb6-57ce06b062da","2079","#DA48A2","6255","8010","7133","A04.7.02.037"
"1407","398","be6df20c-7759-11e4-adb6-57ce06b062da","2080","#BF4960","6235","7795","7015","A04.7.02.038"
"1408","398","be6df20c-7759-11e4-adb6-57ce06b062da","2080","#2D94FE","6215","8235","7225","A04.7.02.038"
"1409","400","be6df310-7759-11e4-adb6-57ce06b062da","2082","#A60CD3","6565","7795","7180","A04.7.02.040"
"1410","390","be6dadec-7759-11e4-adb6-57ce06b062da","2046","#B5812A","2945","3960","3453","A04.7.02.004"
"1411","400","be6df310-7759-11e4-adb6-57ce06b062da","2082","#995F59","6565","8165","7365","A04.7.02.040"
"1412","403","be6df392-7759-11e4-adb6-57ce06b062da","2083","#DE5940","6225","8065","7145","A04.7.02.041"
"1413","403","be6df392-7759-11e4-adb6-57ce06b062da","2083","#8BA039","6210","8085","7148","A04.7.02.041"
"1414","405","be6df414-7759-11e4-adb6-57ce06b062da","2084","#1F155E","6705","8045","7375","A04.7.02.042"
"1415","405","be6df414-7759-11e4-adb6-57ce06b062da","2084","#F88A27","6705","8045","7375","A04.7.02.042"
"1416","407","be6df518-7759-11e4-adb6-57ce06b062da","2086","#7D72AF","5930","7090","6510","A04.7.02.044"
"1417","407","be6df518-7759-11e4-adb6-57ce06b062da","2086","#899EF6","5930","7090","6510","A04.7.02.044"
"1418","409","be6df6ee-7759-11e4-adb6-57ce06b062da","2089","#37C2C4","6210","7385","6798","A04.7.02.047"
"1419","409","be6df6ee-7759-11e4-adb6-57ce06b062da","2089","#79F0EF","6210","7385","6798","A04.7.02.047"
"1420","411","be6df7f2-7759-11e4-adb6-57ce06b062da","2091","#BA6C60","5910","7370","6640","A04.7.02.049"
"1421","412","be6db990-7759-11e4-adb6-57ce06b062da","2048","#364B14","3740","5030","4385","A04.7.02.006"
