"id","svgdir_id","uuid","term_id","color","x_min","x_max","x_med","taid"
"1169","157","be731372-7759-11e4-adb6-57ce06b062da","3618","#9615F8","2270","2470","2370","A12.1.02.003"
"1170","158","be731700-7759-11e4-adb6-57ce06b062da","3624","#DE8270","2045","2170","2108","A12.1.02.009"
"1171","159","be72c12e-7759-11e4-adb6-57ce06b062da","3581","#964A4B","2110","2460","2285","A12.1.00.012"
"1172","160","be72c462-7759-11e4-adb6-57ce06b062da","3586","#53EC24","2105","2410","2258","A12.1.00.017"
"1173","161","be73215a-7759-11e4-adb6-57ce06b062da","3644","#E0BDD6","2225","2390","2308","A12.1.04.003"
"1174","12","be804c90-7759-11e4-adb6-57ce06b062da","7410","#fff",,,"0","A11.0.00.000"
"1175","163","be7285b0-7759-11e4-adb6-57ce06b062da","3496","#657A54","0595","0625","610","A11.1.00.002"
"1176","164","be7aff74-7759-11e4-adb6-57ce06b062da","5901","#C39159","0595","0625","610","A11.1.00.006"
"1177","165","be728dbc-7759-11e4-adb6-57ce06b062da","3500","#A167C1","1370","1620","1495","A11.3.00.001"
"1178","166","be717f9e-7759-11e4-adb6-57ce06b062da","3130","#fff",,,"0","A09.3.00.001"
"1179","167","be71e236-7759-11e4-adb6-57ce06b062da","3278","#fff",,,"0","A09.4.00.001"
"1180","169","be71c602-7759-11e4-adb6-57ce06b062da","3227","#7A07B2","4495","4705","4600","A09.4.01.014"
"1181","170","be71ec72-7759-11e4-adb6-57ce06b062da","3298","#25F35D","4510","4575","4543","A09.4.02.016"
"1182","169","be71c602-7759-11e4-adb6-57ce06b062da","3227","#4FA9B9","4490","4685","4588","A09.4.01.014"
"1183","172","be71c6d4-7759-11e4-adb6-57ce06b062da","3228","#1C7689","4545","4765","4655","A09.4.01.015"
