"79","2306","0","2","4","3","H1.00.01.1.01012 limbus microvillosus  ;  limbus penicillatus  ;  limbus striatus -- Microvillous border; Brush border; Striated border",NULL,"H1.00.01.1.01012","Microvillous border; Brush border; Striated border","limbus microvillosus  ;  limbus penicillatus  ;  limbus striatus","margine microviloasă ; margine în perie ; platou striat"
"84","70","0","2","4","3","H1.00.01.1.01013 stereocilium -- Stereocilium",NULL,"H1.00.01.1.01013","Stereocilium","stereocilium"," stereocil "
"85","70","0","2","4","3","H1.00.01.1.01014 cilium -- Cilium",NULL,"H1.00.01.1.01014","Cilium","cilium","cil"
"86","85","0","2","4","3","H1.00.01.1.01015 kinocilium -- Motile cilium",NULL,"H1.00.01.1.01015","Motile cilium","kinocilium","chinocil"
"87","85","0","2","4","3","H1.00.01.1.01016 statocilium -- Immotile cilium",NULL,"H1.00.01.1.01016","Immotile cilium","statocilium"," statocil"
"88","85","0","2","4","3","H1.00.01.1.01017 axonema -- Axoneme",NULL,"H1.00.01.1.01017","Axoneme","axonema"," axonemă "
"89","85","0","2","4","3","H1.00.01.1.01018 microtubulus axonemalis -- Axonemal microtubule",NULL,"H1.00.01.1.01018","Axonemal microtubule","microtubulus axonemalis"," microtubul axonemal  "
"90","85","0","2","4","3","H1.00.01.1.01019 ( microtubulus centralis ) -- (Central microbutule)",NULL,"H1.00.01.1.01019","(Central microbutule)","( microtubulus centralis )"," ( microtubul central ) "
"91","90","0","2","4","3","H1.00.01.1.01020 diplomicrotubulus periphericus -- Peripheral microtubular doublet",NULL,"H1.00.01.1.01020","Peripheral microtubular doublet","diplomicrotubulus periphericus"," diplomicrotubul periferic "
"92","91","0","2","4","3","H1.00.01.1.01021 pons nexini -- Nexin bridge",NULL,"H1.00.01.1.01021","Nexin bridge","pons nexini"," punte nexinică"
"93","92","0","2","4","3","H1.00.01.1.01022 nexinum -- Nexin",NULL,"H1.00.01.1.01022","Nexin","nexinum"," nexină "
"94","91","0","2","4","3","H1.00.01.1.01023 tectinum -- Tectin",NULL,"H1.00.01.1.01023","Tectin","tectinum"," tectină "
"95","90","0","2","4","3","H1.00.01.1.01024 brachium dyneini -- Dynein arm",NULL,"H1.00.01.1.01024","Dynein arm","brachium dyneini"," braț de dineină "
"96","95","0","2","4","3","H1.00.01.1.01025 dyneinum -- Dynein",NULL,"H1.00.01.1.01025","Dynein","dyneinum"," dineină "
"97","90","0","2","4","3","H1.00.01.1.01026 vinculum radiale -- Radial link ; Radial spoke",NULL,"H1.00.01.1.01026","Radial link ; Radial spoke","vinculum radiale","punte radială"
"98","90","0","2","4","3","H1.00.01.1.01027 corpusculum basale  ;  kinetosoma -- Basal body; Kinetosome",NULL,"H1.00.01.1.01027","Basal body; Kinetosome","corpusculum basale  ;  kinetosoma","corpuscul bazal  ;  kinetozom "
"99","98","0","2","4","3","H1.00.01.1.01028 triplomicrotubulus -- Microtubular triplet",NULL,"H1.00.01.1.01028","Microtubular triplet","triplomicrotubulus","triplomicrotubul"
"99","218","0","2","4","3","H1.00.01.1.01028 triplomicrotubulus -- Microtubular triplet",NULL,"H1.00.01.1.01028","Microtubular triplet","triplomicrotubulus","triplomicrotubul"
"101","90","0","2","4","3","H1.00.01.1.01029 pes basalis -- Basal foot",NULL,"H1.00.01.1.01029","Basal foot","pes basalis"," picior bazal "
"102","90","0","2","4","3","H1.00.01.1.01030 radix basalis -- Rootlet; Basal root",NULL,"H1.00.01.1.01030","Rootlet; Basal root","radix basalis"," rădăcină bazală"
"103","70","0","2","4","3","H1.00.01.1.01031 cilium solitarium -- Solitary cilium",NULL,"H1.00.01.1.01031","Solitary cilium","cilium solitarium","cil solitar"
"104","68","0","2","4","3","H1.00.01.1.01032 flagellum -- Flagellum",NULL,"H1.00.01.1.01032","Flagellum","flagellum"," flagel "
"105","68","0","2","4","3","H1.00.01.1.01033 ciliogenesis -- Ciliogenesis",NULL,"H1.00.01.1.01033","Ciliogenesis","ciliogenesis"," cilogeneză "
"106","19","0","2","4","3","H1.00.01.1.02001 junctiones intercellulares -- Intercellular junctions",NULL,"H1.00.01.1.02001","Intercellular junctions","junctiones intercellulares"," joncțiuni intercelulare "
"107","18","0","2","4","3","H1.00.01.1.02002 junctio adhaesionis -- Adhering junction",NULL,"H1.00.01.1.02002","Adhering junction","junctio adhaesionis"," joncțiune de adezivitate"
"108","107","0","2","4","3","H1.00.01.1.02003 junctio intercellularis simplex -- Simple intercellular junction",NULL,"H1.00.01.1.02003","Simple intercellular junction","junctio intercellularis simplex"," joncțiune intercelulară simplă "
"109","108","0","2","4","3","H1.00.01.1.02004 junctio intercellularis denticulata -- Denticulate intercellular junction",NULL,"H1.00.01.1.02004","Denticulate intercellular junction","junctio intercellularis denticulata"," joncțiune intercelulară dințată"
"110","108","0","2","4","3","H1.00.01.1.02005 junctio intercellularis digitiformis -- Digitiform intercellular junction",NULL,"H1.00.01.1.02005","Digitiform intercellular junction","junctio intercellularis digitiformis"," joncțiune intercelulară digitiformă"
"111","107","0","2","4","3","H1.00.01.1.02006 junctio intercellularis specialis -- Complex intercellular junction",NULL,"H1.00.01.1.02006","Complex intercellular junction","junctio intercellularis specialis"," joncțiune intercelulară specială "
"112","111","0","2","4","3","H1.00.01.1.02007 junctio occludens  ;  zonula occludens -- Tight junction; Occluding junction",NULL,"H1.00.01.1.02007","Tight junction; Occluding junction","junctio occludens  ;  zonula occludens"," joncțiune strânsă  ;  zonulă strânsă"
"113","112","0","2","4","3","H1.00.01.1.02008 rete cristarum occludentium -- Fusion ridge network",NULL,"H1.00.01.1.02008","Fusion ridge network","rete cristarum occludentium","rețea a crestei ocluzive"
"114","111","0","2","4","3","H1.00.01.1.02009 macula occludens -- Macula occludens",NULL,"H1.00.01.1.02009","Macula occludens","macula occludens","maculă strânsă"
"115","111","0","2","4","3","H1.00.01.1.02010 fascia occludens -- Fascia occludens",NULL,"H1.00.01.1.02010","Fascia occludens","fascia occludens","fascie strânsă"
"116","111","0","2","4","3","H1.00.01.1.02011 punctum adhaerens -- Punctum adherens",NULL,"H1.00.01.1.02011","Punctum adherens","punctum adhaerens","punct de adezivitate"
"117","111","0","2","4","3","H1.00.01.1.02012 zonula adhaerens -- Adhesive belt; Belt desmosome",NULL,"H1.00.01.1.02012","Adhesive belt; Belt desmosome","zonula adhaerens","joncțiune intermediară"
"118","117","0","2","4","3","H1.00.01.1.02013 condensatio intracellularis -- Intracellular plaque; Cytoplasmic plaque",NULL,"H1.00.01.1.02013","Intracellular plaque; Cytoplasmic plaque","condensatio intracellularis","placă citoplasmatică"
"119","111","0","2","4","3","H1.00.01.1.02014 fascia adhaerens -- Fascia adherens; Adhesive strip",NULL,"H1.00.01.1.02014","Fascia adherens; Adhesive strip","fascia adhaerens","fascie de adezivitate"
"120","111","0","2","4","3","H1.00.01.1.02015 desmosoma  ;  macula adhaerens -- Desmosome; Macula adherens; Spot desmosome",NULL,"H1.00.01.1.02015","Desmosome; Macula adherens; Spot desmosome","desmosoma  ;  macula adhaerens"," desmozom  ;  maculă de adezivitate "
"121","120","0","2","4","3","H1.00.01.1.02016 condensatio desmosomatica intracellularis -- Cytoplasmic condensation; Desmosomal plaque",NULL,"H1.00.01.1.02016","Cytoplasmic condensation; Desmosomal plaque","condensatio desmosomatica intracellularis"," condensare desmozomală intracelulară"
"122","121","0","2","4","3","H1.00.01.1.02017 zona externa -- Outer zone",NULL,"H1.00.01.1.02017","Outer zone","zona externa"," zonă externă "
"123","121","0","2","4","3","H1.00.01.1.02018 zona interna -- Inner zone",NULL,"H1.00.01.1.02018","Inner zone","zona interna"," zonă internă "
"124","120","0","2","4","3","H1.00.01.1.02019 condensatio desmosomatica intercellularis -- Intercellular condensation",NULL,"H1.00.01.1.02019","Intercellular condensation","condensatio desmosomatica intercellularis"," condensare desmozomală intercelulară "
"125","124","0","2","4","3","H1.00.01.1.02020 linea intercellularis densa -- Dense intercellular line",NULL,"H1.00.01.1.02020","Dense intercellular line","linea intercellularis densa"," linie intercelulară densă"
"126","120","0","2","4","3","H1.00.01.1.02021 desmogleina -- Desmogleins",NULL,"H1.00.01.1.02021","Desmogleins","desmogleina"," dezmogleine"
"127","120","0","2","4","3","H1.00.01.1.02022 desmocollina -- Desmocollins",NULL,"H1.00.01.1.02022","Desmocollins","desmocollina","dezmocoline"
"128","18","0","2","4","3","H1.00.01.1.02023 junctio communicans -- Communicating junction",NULL,"H1.00.01.1.02023","Communicating junction","junctio communicans"," joncțiune comunicantă "
"129","128","0","2","4","3","H1.00.01.1.02024 nexus  ;  macula communicans  ;  synapsis non vesicularis  ;  synapsis electrica -- Gap junction; Nonvesicular synapse; Electrical synapse",NULL,"H1.00.01.1.02024","Gap junction; Nonvesicular synapse; Electrical synapse","nexus  ;  macula communicans  ;  synapsis non vesicularis  ;  synapsis electrica"," nexus  ;  maculă comunicantă  ;  sinapsă non-vesiculară  ;  sinapsă electrică "
"130","129","0","2","4","3","H1.00.01.1.02025 connexona -- Connexons",NULL,"H1.00.01.1.02025","Connexons","connexona"," conexoni "
"131","130","0","2","4","3","H1.00.01.1.02026 connexina -- Connexins",NULL,"H1.00.01.1.02026","Connexins","connexina"," conexine "
"132","18","0","2","4","3","H1.00.01.1.02027 complexus junctionalis -- Junctional complex",NULL,"H1.00.01.1.02027","Junctional complex","complexus junctionalis"," complex joncțional "
"133","18","0","2","4","3","H1.00.01.1.02028 junctio cellulomatricalis -- Cell matrix junction",NULL,"H1.00.01.1.02028","Cell matrix junction","junctio cellulomatricalis"," joncțiune celulo-matriceală "
"134","133","0","2","4","3","H1.00.01.1.02029 hemidesmosoma -- Hemidesmosome",NULL,"H1.00.01.1.02029","Hemidesmosome","hemidesmosoma"," hemidesmozom "
"135","134","0","2","4","3","H1.00.01.1.02030 condensatio intracellularis -- Intracellular plaque; Cytoplasmic plaque",NULL,"H1.00.01.1.02030","Intracellular plaque; Cytoplasmic plaque","condensatio intracellularis","placă citoplasmatică"
"136","133","0","2","4","3","H1.00.01.1.02031 contactus focalis -- Focal contact",NULL,"H1.00.01.1.02031","Focal contact","contactus focalis"," contact focal"
"137","136","0","2","4","3","H1.00.01.1.02032 condensatio focalis -- Focal contact plaque",NULL,"H1.00.01.1.02032","Focal contact plaque","condensatio focalis","placă focală"
"138","136","0","2","4","3","H1.00.01.1.02033 fibra tensionis -- Stress fibre",NULL,"H1.00.01.1.02033","Stress fibre","fibra tensionis"," fibră de tensiune "
"139","133","0","2","4","3","H1.00.01.1.02034 podosoma -- Podosome",NULL,"H1.00.01.1.02034","Podosome","podosoma"," podozom "
"140","139","0","2","4","3","H1.00.01.1.02035 condensatio podosomatica -- Podosome plaque",NULL,"H1.00.01.1.02035","Podosome plaque","condensatio podosomatica","placă podozomală"
"141","18","0","2","4","3","H1.00.01.1.02036 autodesmosoma -- Autodesmosome",NULL,"H1.00.01.1.02036","Autodesmosome","autodesmosoma"," autodesmozom "
"142","3","0","2","4","3","H1.00.01.2.00001 nucleus -- NUCLEUS",NULL,"H1.00.01.2.00001","NUCLEUS","nucleus"," nucleu "
"4258","142","0","2","4","3","H1.00.01.2.00001.0 Nomina generalia -- General terms",NULL,"H1.00.01.2.00001.0","General terms","Nomina generalia","termeni generali"
"143","4258","0","2","4","3","H1.00.01.2.00002 nucleus anularis -- Anular nucleus",NULL,"H1.00.01.2.00002","Anular nucleus","nucleus anularis"," nucleu inelar "
"144","4258","0","2","4","3","H1.00.01.2.00003 nucleus apoptoticus -- Apoptotic nucleus",NULL,"H1.00.01.2.00003","Apoptotic nucleus","nucleus apoptoticus"," nucleu apoptotic "
"144","386","0","2","4","3","H1.00.01.2.00003 nucleus apoptoticus -- Apoptotic nucleus",NULL,"H1.00.01.2.00003","Apoptotic nucleus","nucleus apoptoticus"," nucleu apoptotic "
"146","4258","0","2","4","3","H1.00.01.2.00004 nucleus bacilliformis -- Bacilliform nucleus; Elongated nucleus",NULL,"H1.00.01.2.00004","Bacilliform nucleus; Elongated nucleus","nucleus bacilliformis"," nucleu baciliform "
"147","4258","0","2","4","3","H1.00.01.2.00005 nucleus fusiformis -- Fusiform nucleus",NULL,"H1.00.01.2.00005","Fusiform nucleus","nucleus fusiformis"," nucleu fusiform "
"148","4258","0","2","4","3","H1.00.01.2.00006 nucleus indentatus -- Indented nucleus",NULL,"H1.00.01.2.00006","Indented nucleus","nucleus indentatus"," nucleu indentat "
